Scene Description,Type,Content,Sentiment Score
RICHIE,Character,"Yeah well, the only time I've been spooked is when I'm with you jokers. I'm thinking I might be safer at home. At least I know my parents won't try to kill me. Richie goes too, leaving just the four. ",-0.15
"WILL'S HOUSE, KITCHEN - DAY",Scene,Will enters the back door and grabs Stan's invitation for his Bar-Mitzvah off the fridge: ,0.0
HAROLD AND RUTH URIS,Character,,0.0
CORDIALLY INVITE YOU,Scene,,0.0
TO,Scene,,0.0
THE BAR-MITZVAH OF THEIR SON,Scene,,0.0
STANLEY URIS,Character,,0.0
ON,Character,,0.0
"SATURDAY, AUGUST 13TH, 1988",Scene,He hears fighting in the hallway. ,0.0
SHARON,Character,Put it back up there! Put it back now! ,0.0
ZACH,Character,"I just thought, someone else-- ",0.0
"WILL'S HOUSE, HALLWAY - CONTINUOUS",Scene,His mother stands in the way of his father who holds the chest of Georgie's toys. ,0.0
SHARON,Character,I don't care about anyone else. I care about Georgie. I care about my little boy who's gone. ,-0.1875
WILL,Character,Hey. They both startle and look at Will standing there. ,0.0
ZACH,Character,"Willy, we need a minute-- ",0.0
WILL,Character,Why? To scream at each other more? 97. ,0.1875
SHARON,Character,This is between your father and me. ,0.0
WILL,Character,"And Georgie right? You, dad, and Georgie. ",0.2857142857142857
ZACH,Character,"Willy, stop. ",0.0
WILL,Character,No. You stop. I hate   it. Tip toeing around you guys like   I don't exist. Like I'm the one who   died and the only one who's still   here is Ge-- ,-0.4
SLAP!,Scene,His mother hits him hard. She instantly regrets it. She runs down the stairs sobbing. Zach reaches out a comforting hand. ,-0.18240740740740743
ZACH,Character,You okay? ,0.5
WILL,Character,What do you care? At least she heard me. ,-0.3
ZACH,Character,,0.0
SON--,Character,,0.0
WILL,Character,"I miss Georgie, too. ",0.0
ZACH,Character,We know. ,0.0
WILL,Character,"Do you? Because it seems like every adult in this town is blind to what's really happening, blind to what any of us kids are going through. Will shoulders past his father and runs out the door. ",-0.19
CORNER OF WITCHAM AND JACKSON - DAY,Scene,"Will sits on the curb across from the storm drain that killed Georgie. His eyes burn with anger. He stares into the dark void, half expecting Pennywise's face to appear any moment. 98. ",-0.30416666666666664
WILL,Character,"C'mon, clown. Show your ugly face! I'll stick another firecracker in it for Georgie. Blow your whole stupid head off. Send you back to wherever a creeper like you comes from. Where are you!? He listens for a response. Nothing. Just the bubbling sound of water rushing through the sewer. Water. Something dawns on Will. ",-0.21500000000000002
OLD IRONWORKS - DAY,Scene,"Will bikes up to the edge of the hulking old structure.   He clocks the river flowing just beyond. Hundreds of black ravens, the same birds from Neibolt, watch him from perches all along the skeletal structure. ",-0.022222222222222216
BEVERLY'S HOUSE - DAY,Scene,"Will sees Bev's mom leave for work, then bikes around back where he clocks a tangle of pipes protruding from the back of the building down into a MORLOCK HOLE marked Derry Sewer. Mr. Marsh watches Bill from the window above. ",-0.011111111111111117
BARRENS - DAY,Scene,"Will tramps down to the spot where he found the shoe. He looks back down the stream, water trickling out of the sewer pipe into the Barrens. The water. Something watches him from inside the cylinder of the pipe. ",-0.10370370370370373
NEIBOLT STREET - DAY,Scene,"Will bikes up to the mouth of the pier, the house suspended over the canal, its imploded facade seeming to gape back at Will like Munch's ""The Scream."" Water again. In Will's mind, it all comes together. 99. ",0.0
EDDIE KASPBRAK'S HOUSE - DAY,Scene,"Eddie and his mom sit on the couch and watch soaps. Eddie plays with a loose thread of his cast, twisting it in his fingers, not a friend's signature anywhere. ",-0.07692307692307693
KRSSSST,Character,,0.0
WILL (O.S.),Scene,"Eddie? Eddie you there? His walkie crackles from a high shelf over the TV. Mrs. Kaspbrack looks at her son, eyebrows raised. ",0.16
MRS. KASPBRAK,Character,"I thought I took the batteries out of that thing? Eddie shakes his head, as if to say he didn't know.     She points for him to get it. ",0.0
WILL (O.S.),Scene,"Eddie? I know where to find-- He grabs the walkie, holds it tenderly in his hands. ",0.0
MRS. KASPBRAK,Character,Turn it off. He complies.   BANG BANG BANG.   They both look at the door. ,0.0
"EDDIE KASPBRAK'S HOUSE, FRONT DOOR",Scene,"Mrs. Kaspbrak angrily swings open the door. A surprised DR. HANDOR, Eddie's general practitioner, is on the porch there. ",-0.0875
MRS. KASPBRAK,Character,"Oh! Dr. Handor. You gave me a fright. She spots Will over his shoulder, straddling his bike in the middle of the street. ",0.0
MRS. KASPBRAK (CONT'D),Scene,C'mon in. They step inside.   Will pockets his Walkie and goes. ,0.0
"EDDIE KASPBRAK'S HOUSE, EDDIE'S BEDROOM - DAY",Scene,Dr. Handor checks Eddie's cast. 100. ,0.0
DR. HANDOR,Character,"How you feeling, son? Any pain? ",0.0
EDDIE,Character,No.   Feels fine I guess. ,0.4166666666666667
DR. HANDOR,Character,"Kept the cast pretty clean, I see. Didn't you want any of your friends to sign it? ",0.30833333333333335
EDDIE,Character,I'm not allowed to see them. ,0.0
DR. HANDOR,Character,Why not? ,0.0
EDDIE,Character,"My Mom thinks they're the reason I got hurt. She says I'm sensitive and they don't take care of me like she does. Dr. Handor wants to say something, but hesitates. ",0.15000000000000002
DR. HANDOR,Character,She means your allergies?   Is that it? ,0.0
EDDIE,Character,"Yeah. Mom says I should always carry my Epi-pen with me, in case I ever have an episode. ",0.0
DR. HANDOR,Character,"Mother knows best. Is that it? Eddie shrugs. Dr. Handor smiles, considering his next thought. He leans in, too close for comfort for Eddie. For a moment it's creepy. ",0.16666666666666666
DR. HANDOR (CONT'D),Scene,"Eddie, do you know what a placebo is? ",0.0
TRAVIS BOWER'S BACKYARD - DAY,Scene,"A bottle of Southern Comfort sits on a log. BLAM! Bowers shoots at it with his dad's police issue .45. Victor and Snatch look on, giggling. 101. He finally tags it, the bottle shattering into a thousand pieces. They all whoop and holler. ",0.0
SNATCH,Character,Can I try? He reaches for the gun.    Bowers pushes him back. ,0.0
TRAVIS,Character,Sure. Go put the next target out there. Travis points to the cat that's lounging there in the grass. ,0.25
SNATCH,Character,You're foolin' right? ,0.2857142857142857
TRAVIS,Character,Do I look like I'm foolin' numb nuts? Snatch grabs the kitty and runs out to the stump. He wipes away the glass and sets the cat down. It starts to meow and tries to get away. ,-0.28518518518518515
SNATCH,Character,"It's not staying. Bower lines up a shot, sight of the barrel on the cat. ",0.0
TRAVIS,Character,"Hold it there, butt cheese. ",0.0
OFFICER BOWERS (O.C.),Scene,What the hell is this? Officer Bowers steps from his police cruiser in the driveway. His face as red as fire. ,0.0
TRAVIS,Character,"Nothing, pa. Just cleaning your gun like you asked. ",0.0
OFFICER BOWERS,Character,"Cleaning my gun, huh? He stalks up and grabs the gun from Travis. Smells it. WHAP! He smacks Travis hard in the face, knocking the big boy to the grass. ",-0.14583333333333334
OFFICER BOWERS (CONT'D),Scene,Normally I use a rod and cleaner not bullets and whiskey. ,0.15
(MORE),Scene,102. ,0.0
OFFICER BOWERS (CONT'D),Scene,You two punks put your sticky little fingers on my firearm here? Victor and Snatch are too scared to talk. ,-0.1875
VICTOR,Scene,N-N-No sir. Butch turns the gun on Travis at his feet. ,0.0
OFFICER BOWERS,Character,You're not worth the salt you lick boy. I don't know how I let you squirm your way out your momma's womb. ,-0.15
TRAVIS,Character,"Pa, I'm--- ",0.0
BLAM!,Scene,"He shoots the ground around     Travis feet. Travis squeals like a girl, utterly terrified.      BLAM! BLAM! A large wet stain spreads around his crotch.      Butch Bowers raises the pistol, as if he were about to whip     Travis, who falls to the ground. Butch shakes his head. ",0.03809523809523809
OFFICER BOWERS,Character,(to the boys) Look at him now boys. Nothing like a little fear to make a paper man crumble. ,-0.1875
(TO TRAVIS),Scene,"Clean your drawers `fore you come inside. He spits out his disgust, stalks inside. Victor and Snatch tip-toe over to Travis, not knowing what to say or do. Travis does everything he can not to cry. ",0.3666666666666667
VICTOR,Scene,"You okay, Travis? An odd wind stirs through the grass there, a yellow menacing gathering of clouds overhead. Travis suddenly notices... A BALLOON, bobbing over his mailbox, string connected to something stuffed inside. Travis pushes past his two cronies and goes over to the mailbox. Inside he pulls out THE KNIFE. The one he lost at the beginning. And attached to the string a note: 103. ",-0.15277777777777776
TO:     MR. TRAVIS BOWERS,Scene,,0.0
FROM:   MR. ROBERT GRAY,Character,A murderous look screws onto Travis' face as he turns his attention to his house. And his pa inside. He snaps the string and starts toward the front door with the knife. The balloon floats up into the darkening sky. ,0.0
CORONER'S OFFICE - DAY,Scene,"A THUNDERCLAP outside. The coroner steps out the door. Will and Mike slip in behind him, Will propping open the door with his Walkie. ",-0.13333333333333333
MIKE,Character,Patrick was in one of the lockers. All the water bubbled up from there. The drain. Will goes to it. Gazes down into the blackness. ,-0.15555555555555559
WILL,Character,The sewers. ,0.0
MIKE,Character,What? ,0.0
WILL,Character,"""IT."" Whenever it shows up, there's always water around. The storm drain where Georgie died. The leak in my room. Beverly's sink. ",0.0
MIKE,Character,"My dad saw it near water, too.      The canal. ",0.1
WILL,Character,I'll bet if you trace every terrible event in Derry you'll find the same thing. Water. With the Penobscot river on one side and Kenduskeag canal cutting through it's impossible to escape. ,-0.5666666666666667
MIKE,Character,Unless you live way out in the sticks like I do. We have to tell the others. 104. Will realizes something. ,0.13636363636363635
WILL,Character,"Shit, Stan's bar mitzvah.   I almost forgot. ",-0.2
MIKE,Character,I wasn't invited. Will hands him his invite. ,0.0
WILL,Character,You are now. Let's go! A pair of YELLOW EYES glow from the drain. ,0.0
BEVERLY'S APARTMENT - DAY,Scene,"Beverly, all gussied up in a pretty white dress, heads for the door. A hand snatches out from behind and seizes her arm. ",-0.05000000000000001
MR. MARSH,Character,Where you think you going girl? ,0.0
BEVERLY,Character,My friend's party. I told ma-- ,0.0
MR. MARSH,Character,You're all prettied up. Who you all prettied up for? ,0.0
BEVERLY,Character,"No one. He shoves her against the wall, eyes her little body up and down. Caresses her hair. ",-0.17152777777777778
MR. MARSH,Character,"Don't lie to me, Bevvie. You know how I worry about you. I worry a lot. ",0.0
BEVERLY,Character,I know daddy. ,0.0
MR. MARSH,Character,People in town seen you. Got to sayin' things. Like how my little girl been sneakin' around all summer long with a pack of boys. Only girl to the pack. 105. ,-0.07916666666666666
BEVERLY,Character,"They're my friends, daddy. He squeezes her cheeks with one hand, holding her head in place. ",0.0
MR. MARSH,Character,"You sure about that, Bevvie? ",0.5
BEVERLY,Character,I-- I swear. They're just friends. ,0.0
MR. MARSH,Character,"Friends? I know what's in them boys minds when they look at you, Bevvie. I know all too well. They want to do bad things. Did you let them do bad things to you? He looms over her. Something in his manner is detached. Like he's there but isn't there. ",-0.6999999999999998
BEVERLY,Character,"I'm a good girl daddy. Good, just like you raised me. ",0.7
MR. MARSH,Character,Is that so? Then what's this? He pulls out Ben's Haiku Poem. ,0.0
BEVERLY,Character,,0.0
WHERE'D YOU--,Scene,,0.0
MR. MARSH,Character,You had it squirreled away in your underwear drawer. Why would you want to hide it with your underwear Bevvie? What else are you holdin' out from me. ,0.0
BEVERLY,Character,"It's nothing, daddy.   Just a poem. ",0.0
MR. MARSH,Character,,0.0
(RECITING),Scene,"Your hair is winter fire, ",0.0
JANUARY EMBERS,Character,"My heart burns there, too He grabs her by the hair and pulls her up to him. 106. ",0.0
MR. MARSH (CONT'D),Scene,Sounds lusty to me. Who wrote it. Which one of your boyfriends? ,0.0
BEVERLY,Character,I told you I don't have one. ,0.0
MR. MARSH,Character,Don't lie to me! He drags her down the hall by the hair. ,-0.15555555555555559
BEVERLY,Character,Daddy stop. You're hurting me. ,0.0
MR. MARSH,Character,"You're ma says you're a woman now. You bled. What other womanly things you been doing down in the deep dark woods with those boys, Bevvie. He throws her into his bedroom. ",-0.08611111111111111
BEVERLY,Character,"Nothing. Please, daddy. You don't have to worry. I promise. Please! ",0.0
MR. MARSH,Character,Let's see then. Prove to me you been good. She doesn't know what he means. ,0.7
MR. MARSH (CONT'D),Scene,Take off your tights. ,0.0
BEVERLY,Character,What? ,0.0
MR. MARSH,Character,"I love you Bevvie. You're special. You're such a pretty girl. But there's plenty of boys happy to roon a pretty girl. Plenty of pretty girls willing to be roont. I need to know if you're intact. He unbuckles his belt, but he doesn't look at her like he wants to whip her, there's another hunger in his eyes. ",0.3174603174603175
MR. MARSH (CONT'D),Scene,"Your tights, girl. Take `em off. 107. ",0.0
BEVERLY,Character,"Daddy, please. He slides off his belt and grabs her, smiling, a smile that feels all too reminiscent of a clown. ",0.15
MR. MARSH,Character,"You'll like it, Bevvie.   Be like you're floating. Bev kicks him in the balls. Her father lets go, crumpling down. She knees him in the face as hard as she can, his head flying back into the side of the door. Beverly tries to race out the door but he snatches her ankle and she trips into the hallway. By the time she is up he is lunging towards her. She stumbles back into the bathroom and shuts the door, trying to lock herself inside. He kicks the door open before the lock catches. Without thinking Bev grabs the toilet top and smashes it in her dad's face. He slumps down, unconscious. She rushes out, then uses a chair propped against the knob to shut him in the bathroom. Terrified she races out the front door. ",-0.026234567901234577
EDDIE KASPBRAK'S HOUSE - DAY,Scene,"Eddie stands in front of his mom, eyes blazing. ",0.0
MRS. KASPBRAK,Character,Placebo? Who told you that? Dr. Handor? He has no right. No right to say you're making up your sickness. ,-0.14285714285714285
EDDIE,Character,"Not me, momma... You. ",0.0
MRS. KASPBRAK,Character,What? ,0.0
EDDIE,Character,He said I was never allergic until you made me start carrying around my Epi-pen. You put those allergies in my head. 108. ,0.0
MRS. KASPBRAK,Character,"That's a lie, Eddie! A bold faced lie. You're my treasure. The only thing I want in this world is to see you safe and healthy. ",0.3333333333333333
EDDIE,Character,Then why did you send my friends away? She starts to feel the fluttery bird of panic. ,0.0
MRS. KASPBRAK,Character,"They were bad boys. You know that. And you... You were so sick when you were little. So very sick. It hurt me so much. I never want to see you go through that again. And I've kept you healthy, haven't I? ",-0.3050595238095237
EDDIE,Character,You lied to me mamma. You've been giving me medicine that's not really medicine. ,-0.1
MRS. KASPBRAK,Character,"Eddie-bear, please-- ",0.0
EDDIE,Character,This is what's going to happen now. He pulls out his Epi-pen and throws it in the trash.   Mrs. Kaspbrak gasps. ,0.0
EDDIE (CONT'D),Scene,I'm going out that door and you won't stop me. I'm going to my friend Stan's bar-mitzvah and when I come home you're never going to tell how weak or sick or delicate I am ever again. THUNDER crackles outside. ,-0.3473214285714286
DERRY STREETS - DAY,Scene,Will and Mike tear through the howling rain on their bikes. They almost collide into Beverly who comes dashing around a corner. ,0.0
WILL,Character,Bev. You okay? 109. ,0.5
BEVERLY,Character,"No. No I'm not. She looks back over her shoulder, terrified and wet and shivering. ",-0.05
MIKE,Character,What happened. Bowers? ,0.0
BEVERLY,Character,No.   My daddy. He... he... ,0.0
WILL,Character,"What?   What did he do Beverly? She looks at both of them, tears running down her face, her pretty dress soaked in the rain. ",0.04722222222222221
BEVERLY,Character,"I don't know. I don't know if it was him, or... ",0.0
MIKE,Character,What? ,0.0
BEVERLY,Character,"I think ""IT"" was there, controlling him, I don't know, I can't go back, I can't go back, Will. I don't know ",0.0
WHAT-,Character,She starts to cry on Will's shoulder. Will looks at Mike. They both look up at the convulsive yellow sky. SOMETHING BIG is about to happen and they both know it. ,0.0
SYNAGOGUE - DAY,Scene,"With torrential downpour outside, leaking water drips from the ceiling onto the crowd below, who have cheerfully employed umbrellas indoor to deal with the nuisance. Stan is giving a nervous, but otherwise successful reading of the Torah, despite the howling wind and end of days vibe. Richie and Ben sit in the back in their little jackets. ",0.19249999999999998
BEN,Character,"This storm is crazy.   Like the sky's gonna fall. SLAM! Everyone looks back towards the door, blown open by the wind, and at Eddie, who sheepishly was trying to slip in. 110. Stan smiles at his friend, pleased he's out of ""mom jail."" The CANTOR gives him a nudge and continues reading. Eddie slides in meekly next to Richie and Ben, checking his clip-on bowtie. ",-0.05833333333333333
RICHIE,Character,"(through his teeth) Way to make an entry, Eddie-bear. ",0.0
BEN,Character,How'd you escape? ,0.0
EDDIE,Character,Guess I'm not as weak as I thought. ,-0.375
TRAVIS BOWER'S HOUSE - DAY,Scene,"The front door creaks open, Victor and Snatch poking their heads in, both soaked to the bone. ",0.0
SNATCH,Character,Travis? ,0.0
VICTOR,Scene,"Mr. Bowers? Nothing. They see a streak of blood on the floor that leads to the KITCHEN and Butch Bowers on the linoleum floor in a red pool, stabbed dozens of times, the knife left in his eye. ",0.0
SNATCH,Character,Holy shit. Victor vomits.   The cat slips in and starts licking up the blood. ,-0.2
SNATCH (CONT'D),Scene,"Travis, dude, you okay? Snatch continues on into the LIVING ROOM where he finds TRAVIS sitting in Butch's favorite Lazy-boy in front of the TV, which is turned on to PENNYWISE THE CLOWN SHOW. He holds the .45, All slicked in blood, his eyes glazed. ",0.5
TRAVIS,Character,It's my gun now. He turns and looks at Snatch and Victor in the doorway. 111. ,0.0
SYNAGOGUE - DAY,Scene,"The STORM GROWLS outside. Richie, Ben and Eddie look at each other, a little on edge. Suddenly the doors crash open again and Stan stops, once again, looking up... Will, Bev, and Mike slink into the back of the synagogue, soaking wet. The Rabbi's wife shoots them a look of daggers. ",-0.05892857142857143
SYNAGOGUE - DAY,Scene,"The reading is over and the crowd starts to gather to leave for the reception. Will, Bev, Ben, Richie, Eddie, and Mike are all huddled together. Stan is the only one not there. ",0.0
RICHIE,Character,What do you mean your dad attacked you? ,-0.3125
BEVERLY,Character,It was like that lumberjack Ben told us about. The one from the Silver Dollar. He had this look. Like someone was pushing him to do it. ,0.0
WILL,Character,"Not someone. ""IT"". Eddie, thinking about his mother. ",0.0
EDDIE,Character,"You guys, if ""IT"" can take over Beverly's parents, why not the rest of ours? ",0.0
BEVERLY,Character,I can't go back there guys. He'll kill me. Or worse. This sinks in to everyone. There's only one thing they can do. ,-0.125
MIKE,Character,"Will knows where to find ""IT."" ",0.0
EDDIE,Character,What do you mean? ,-0.3125
WILL,Character,The sewers. Me and Mike figured it out. That's how it gets around. That's where it lives. 112. ,0.0
RICHIE,Character,Whoa whoa whoa. You don't really ,0.2
MEAN--,Character,,0.0
BEN,Character,"If it means protecting Beverly, count me in. Beverly looks at Ben, consistently impressed by his defense of her. ",1.0
EDDIE,Character,"Wait, count you in to what? ",0.0
WILL,Character,The sewers. We go in. All of us. ,0.0
RICHIE,Character,And friggin do what?   In this storm? Water is actively dripping on them. ,-0.13333333333333333
WILL,Character,"Get rid of ""IT"" before ""IT"" gets rid of us, one by one. It doesn't know what to do when all of us are together, you have to believe me. ",0.0
/ SYNAGOGUE - DAY,Scene,Stan shakes hands with his aunts and uncles near the front door. The wind whips up the women's dresses and unhinges umbrellas. Will and the gang run to him and whisk him out. ,0.1
STAN,Character,Hey guys.    How'd I do? ,0.0
RICHIE,Character,I hope your schlong grew those 12 inches cuz you're gonna need it. ,0.0
STAN,Character,What do you mean? ,-0.3125
WILL,Character,"C'mon! The storm picks up force, wind blowing umbrellas inside out and from the hands of guests trudging back to the parking lot. One goes tumbling across the gardens and into... THE BLACK BOILING RIVER and sinks into the dark water. 113. ",-0.10416666666666666
ZACH DENBROUGH'S WORKSHOP - DAY,Scene,"Will and the gang arrive like their own hurricane in the dark cellar workshop. Whipping around the room and picking up objects, Will unfurls a map on his dad's work table. The other kids stock up on whatever armor or weapons they can find -- crossbow, hockey pads, a hubcap as shield, a sledgehammer, a hockey stick shaved into a stake, satchel full of car flares, hairspray. Stan is still processing what's going on. Mixed with their formal wear for the event, they look mildly ridiculous. ",0.056944444444444436
STAN,Character,Hold on. How are we-? Richie hands Stan a chainsaw. ,0.0
RICHIE,Character,"Happy bar mitzvah, Jason. Bet you didn't put this sucker on your gift list. Someone pounds at the door. ",0.25
ZACH (O.S.),Scene,"Will, what are you doing in there? Open up. Everyone looks to Will.   He folds up the map into a backpack. ",0.0
WILL,Character,"We need to protect each other Stan. The seven of us is all we have. Together ""IT"" can't hurt us. I promise. ",-0.125
STAN,Character,How do you know? More knocking. ,0.5
ZACH (O.S.),Scene,"Willy, now! We need to talk. Will steps up to Stan. ",0.0
WILL,Character,"I have faith. Just like you. Stan looks to the others, everyone scared but ready for battle. Stans steels himself, owning up his chainsaw. The door shakes with Zach behind it. 114. ",-0.1
ZACH,Character,"Damn it, Will! Will opens the back window and the kids slip out. ",0.0
OLD IRONWORKS - DAY,Scene,"The losers -- ALL 7 OF THEM -- stand on the threshold of the Old Ironworks cellar hold, the very same one PATRICK HOCKSTETTLER died in... a yawning chasm of mud, pools of water and hulking, shattered old boilers. The rain and wind howls, lightning cracking overhead. Will points to a huge SEWER PIPE that juts out of the muck. ",0.08000000000000002
WILL,Character,,0.0
(YELLING),Scene,This is our only way into Derry's original sewer system before it was sealed off and modernized. ,0.1875
BLING!,Scene,"A bullet sparks off a iron post next to Will's head. Travis, Snatch and Victor stand at the crest of the road leading to the factory. Travis has his dad's gun, aimed like Dirty Harry at them. He pops off another round, BLANG-PING. ",-0.26666666666666666
BEN,Character,"Oh, fuck! Will grabs Bev's hand, who grabs Ben's who grab's Eddie's and on down the line. They follow Will around the cellar hold to a giant conveyor belt toppled against the edge. They scale down it into the chasm, bullets pinging around them. CLICK CLICK CLICK. Travis runs out of ammo.     He throws the gun away and pulls out the bloody knife. ",-0.32222222222222224
VICTOR,Scene,"Man, this is where Patrick Hockstettler went missing. ",-0.2
SNATCH,Character,"No way I'm going down there. Travis glares at Snatch, PENNYWISE appearing near the boy in a flash of lightning. Travis lunges with the knife and plunges it into Snatch's tummy. Victor watches in horror. 115. ",-0.02777777777777779
TRAVIS,Character,,0.0
(TO VICTOR),Scene,Still have second thoughts? Victor shakes his head no. Snatch stumbles back and plunges into the darkness of the cellar hold... ,0.0
CELLAR HOLD - SAME,Scene,SMACK! Snatch's lifeless body slams into the muck right in front of Will and the others. ,0.2857142857142857
EDDIE,Character,Oh my God oh my God! ,0.0
WILL,Character,"Don't look back! They dart into the blackness of the huge, rusty pipe. Travis turns back to Victor, a dull craze in his eyes.   He gestures to the conveyor the kids climbed down. ",-0.00944444444444444
TRAVIS,Character,After you. ,0.0
SEWER TUNNELS - DAY,Scene,"The losers follow Will, who uses his dad's map to lead them deeper and deeper into the sewers which roar and chime with rushing water. They turn a corner and come to... ",-0.2
A DEAD END,Character,The stream of water seems to disappear under the stone wall there. Everyone is terrified. ,0.0
BEVERLY,Character,Now what? ,0.0
STAN,Character,"Uh, guys? He shines his light on something in the corner... ",0.4
WILL,Character,There's suppose to be a tunnel here. The last tunnel that's shown on the map. It's a SHOE.    Eddie comes over it. 116. ,0.0
EDDIE,Character,Dorsey's other shoe. Stan sweeps his flashlight up the wall.   What he finds makes Richie spring back. ,-0.0625
RICHIE,Character,"Uh, guys! Scrawled in blood on the stones is a warning: ",0.0
STOP NOW OR I'LL KILL YOU ALL!,Scene,,0.0
WORD TO THE WISE FROM PENNYWISE,Scene,,0.0
MIKE,Character,Pennywise? ,0.0
BEN,Character,"Shit, ""IT"" has a name. Footsteps echo from behind them. ",-0.30000000000000004
WILL,Character,Keep moving! Stan finds a loose stone. ,-0.07692307692307693
STAN,Character,"Here.   Will, over here. They all kick at the stones, which give way to... ",0.0
SEWER TUNNELS - DAY,Scene,"Travis and Victor race down the tunnels after them. They turn the corner and come to the dead end, a pile of stones kicked out from a BLACK HOLE. Travis kneels down and looks into it. He can see Will and the gang's FLASHLIGHTS... ",-0.16944444444444445
TRAVIS,Character,I seeeeeeeeeee yooooooouuuu losers! ,-0.25
BLACK HOLE - DAY,Scene,"Will and the others slosh on their hands and knees down the hole, with roots and bursting through its stone ribs. It grows narrower and narrower to the point of complete and utter claustrophobia. Mike looks back past Ben and sees... Two shadowy figures crawling toward them. 117. ",-0.061111111111111116
MIKE,Character,"Hurry! Will, leading them, comes to a SMALL CORKSCREW in a tangle of roots blocking them they all have to wrench their way around. Ben, the last of the group, GETS STUCK. ",-0.125
BEN,Character,"No no no no no!   Guys! Travis bears down, his knife clenched in his teeth. ",-0.15555555555555559
TRAVIS,Character,"I'm gonna carve you up, tits. I'm going to stick this blade right up your asshole and split you in two. Feed your ass fat to the friggin' pigs. He starts squealing like a pig. Ben is freaked. Two pair of hands grab Ben's arms and yank hard. He wrenches through the corkscrew and stumbles out into... ",-0.0029761904761904934
MEMBRANOUS CHAMBER - DAY,Scene,"A thin membrane floats over gelatinous water, very delicate, almost skin like. Underneath, thousands of spiders swim, nest and writhe. He can actually feel their legs push against the underside of the layer. ",-0.26333333333333336
BEN,Character,Oh my God oh my God oh my God. ,0.0
WILL,Character,"Don't jiggle it too much, whatever you do. ",0.2
MIKE,Character,"We don't want it to tear. Ben freezes, the spiders knowing he's there and gathering under his butt. Bev, Stan, Eddie and Mike look on from solid ground on the other side of the membrane. ",-0.0625
BEVERLY,Character,"Take off your shoes. You'll be fine. Just move real real slow. Ben, Mike and Will take off their sneaks and crawl across the membrane with great care. SPIDERS GATHER wherever they press a knee or hand, the whole thing sloshing like a water bed. 118. ",0.24166666666666664
BLACK HOLE - DAY,Scene,"Travis and Victor get to the corkscrew pass. There's no way Travis, huge compared to the other kids, will fit through. ",0.225
TRAVIS,Character,No! No no no no! Fuck! ,0.25
VICTOR,Scene,"We'll never fit. We've gotta go back. Travis grabs Victor by the scruff of the neck. A crooked, bloodthirsty look flashes across his ugly face. ",-0.27999999999999997
TRAVIS,Character,"I need to hear them squeal.   Now you'll fit. He puts the knife into Victor's hand and points to keep going. For a split second Victor thinks about stabbing him, but he's too scared. He squeezes his rangy frame through the roots into... ",-0.06666666666666665
MEMBRANOUS CHAMBER - DAY,Scene,"Victor flops out onto the membrane just as Ben, Will and Mike join the others on firm ground. ",-0.2
EDDIE,Character,Hurry. Victor sees them.   He's freaked. ,0.0
VICTOR,Scene,"No. Guys. Wait! Please! Travis has gone insane. I'm not trying to hurt you, just... Now noticing the room he is in, realizing the danger. ",-1.0
VICTOR (CONT'D),Scene,"Take me with you! Everyone looks to Will, who sees something on the membrane that gives him pause. ",0.0
WILL,Character,"Victor. Will is pointing. Beverly follows his eyes to the knife in Victor's hand, which has PUNCTURED THE MEMBRANE. 119. ",0.0
BEVERLY,Character,,0.0
OH NO-,Character,Spiders spill out onto it's surface. ,0.0
VICTOR,Scene,"Oh god oh god! He freaks, spiders jumping on him, his motion only ripping the membrane more. It finally tears and Victor plunges beneath the membrane, spiders devouring him, Victor screaming in agony as they fill his mouth. Horrified, Will and the others run for their lives. ",0.16666666666666666
BLACK HOLE - DAY,Scene,"Travis hears the screaming, enjoying it. ",0.5
TRAVIS,Character,"Good. That's good, Vic.      Kill `em. Kill `em all! Suddenly spiders start spilling out from behind the roots of the corkscrew. Travis screams, and kicks them away. But more come. Freaked, he retreats back to the sewer tunnels. ",0.2791666666666666
IT'S CAVERN - DAY,Scene,"Will, Ben, Bev, Mike, Eddie, Stan and Richie stumble from the dark into a massive, soaring, subterranean Pantheon-like hall, sewer water streaming past their feet... In the center of the floor is a massive OCULUS, open to what appears to be the edge of INFINITE SPACE. The water from the sewers flows down into seven channels around this opening, ending at... SEVEN WATERFALLS THAT FALL UPWARDS into a reflecting pool that covers much of the ceiling, surrounding a stone island with a CRYPT TYPE STRUCTURE. The whole cavern seems to be lit from within, a sickly, pulsing ambient light coming from everywhere and nowhere. ",-0.051653439153439146
RICHIE,Character,Something tells me we're not in Derry anymore. ,0.0
BEN,Character,"You think? 120. Will heads toward the edge of the oculus, where the waterfalls stream up. ",0.0
EDDIE,Character,"Don't get too close to the edge, Will. ",0.0
MIKE,Character,"It's up there isn't it?   That's where ""IT"" sleeps. Pointing at the reflecting pool. ",0.0
STAN,Character,You mean Pennywise. ,-0.3125
WILL,Character,It doesn't matter what it calls itself. What matters is it's afraid to show us what it really is. Which means we can beat it. Will sees Beverly over by one of the waterfalls. ,-0.19999999999999998
BEVERLY,Character,Guess I'm going first again? ,0.25
WILL,Character,"Beverly, wait-! She jumps into the waterfall and it sweeps her up up up to the ceiling. Will and the boys swap holy shit looks.   Ben jumps in after her, then Will, Mike, and Stan. Richie looks to Eddie, who has the same terrified look as at the quarry. He holds out his hand. ",-0.1
